cibil_score,annual_income,employment_years,loan_amount,loan_term_months,residential_assets,commercial_assets,existing_liabilities,loan_status
365,2443494,19.1,3833992,12,4104713,3049764,2443915,1
473,1624969,23.7,749842,24,6697752,3395007,2741956,0
798,4211374,7.2,3978664,24,6580610,2919772,519573,0
450,491027,25.9,1179545,84,2198231,498814,2279219,1
778,2450591,8.4,1489960,36,6882082,2052647,2103830,0
578,1970616,23.3,160513,24,2847512,1428467,2116010,0
439,2808279,3.4,3778279,36,4491441,21501,1380988,1
500,1421836,8.7,1469230,48,2595000,203196,960582,1
618,3390042,16.0,712519,84,4182351,2248013,212115,0
759,2052422,15.7,1959196,120,4235164,502175,104755,0
664,1103028,25.5,661003,12,5581471,3694413,532122,0
860,1145406,29.9,3169615,84,3774933,281313,1583566,1
821,3543226,3.2,338791,36,4225991,1176196,423092,0
752,1457102,8.1,2021927,84,5210762,4928405,2059798,0
662,1674814,10.7,1595514,12,3341448,3541790,1859154,1
474,3209371,14.4,196856,60,4195198,2786955,1033736,0
547,1782963,14.8,256593,120,683352,75764,261973,1
371,2063138,25.7,2098718,12,6958577,218408,1552242,0
524,1373497,23.1,1608896,84,1008397,4540039,2469141,0
856,1857840,0.6,562498,12,6983638,3996871,1181265,0
555,3525342,13.7,596642,120,6082204,4750196,2419978,0
368,2762747,18.5,3229062,84,7581298,4040643,858620,0
691,4988163,13.8,2935585,120,197312,12307,240186,0
878,3904931,3.9,2450765,120,1737324,4027828,1949951,0
821,280793,11.9,3341783,36,418440,2289092,2664592,1
464,2018566,12.3,323761,36,3340687,3461752,2650893,0
572,1591283,5.6,2766871,60,7237149,2069110,2877483,1
619,3020094,22.7,3022487,24,6130187,3605043,323295,0
448,1475155,9.6,841952,36,5631977,4209417,130404,0
461,4837773,17.7,2168658,12,6787203,4872584,1708488,0
442,1637005,15.5,3079051,120,33701,2703608,2850989,1
897,2705505,26.3,2433716,24,6301312,1395050,2993740,0
748,789974,3.7,1035526,36,2496347,3056827,838386,1
805,4567029,3.4,2675764,48,5527439,2499297,1125574,0
790,4576882,9.0,3049980,36,6106548,1012530,1994286,0
876,4009629,12.9,88353,84,5486005,3622802,2740822,0
363,1887817,9.0,2291220,120,3340806,385323,524447,1
829,481849,22.9,2043223,60,4892730,2015866,2926997,0
340,3612637,7.4,1498514,84,3750383,3461656,2452368,0
585,2259675,2.5,224737,12,5026527,4605269,204296,0
657,4953801,12.4,379794,120,3670392,3103380,2525740,0
515,3551929,23.2,3013161,12,3152443,4896316,1924896,1
387,2785444,25.5,3318663,12,1617075,4161644,2935025,1
415,4936218,22.0,1706063,12,3099566,1180817,628139,0
795,4042258,16.7,3761629,24,5771132,4223418,2977601,0
491,2400206,21.7,3714263,84,6961996,1680815,142697,0
486,290501,20.4,2680375,36,824050,1004099,227573,1
854,645370,7.0,2344646,84,1462374,2691807,1343143,1
386,2329845,16.5,3859940,36,4058009,3397353,1973891,1
850,2897644,23.1,2458704,12,5620624,4570042,500756,0
853,344729,9.5,3739741,48,1359646,4717020,819138,1
659,807506,19.6,3916980,24,2599048,4006321,1169602,1
399,3580617,14.4,818703,36,372262,2793564,376733,0
393,3807294,15.1,2659681,48,420728,4412125,527918,0
471,343094,2.7,2938289,84,1145951,530311,446386,1
647,2636850,20.0,3289329,60,5833392,4979205,2862117,1
392,588677,26.0,1429754,24,6954680,1019440,2809312,1
573,3672471,4.2,3453335,84,3990816,2017529,1885700,1
369,4203553,11.0,1975694,60,1409181,4537896,2050948,0
624,4372937,1.5,1577989,24,7371475,3584674,411274,0
312,3071239,0.9,670013,84,2226953,4248999,151382,0
726,3218951,29.7,1318750,84,1237526,3440339,1130977,1
333,4647637,14.8,3900379,60,1104758,3005396,2952691,1
417,3139709,10.7,2878986,36,2824553,870713,1433676,1
404,2342117,8.2,2918243,36,5884361,4981084,2423437,1
799,3821938,29.4,3587818,48,3176866,3182743,1109557,1
332,3036028,7.6,1104288,24,3563593,3341069,927538,0
557,4243784,21.8,2663118,36,2722207,2140446,2436409,0
655,2718563,8.5,1517313,12,7549081,4760252,1412600,0
610,4371459,2.1,3399563,24,5468823,2253178,2195844,0
709,415348,20.5,1718807,84,5314597,951772,2179728,0
782,374864,0.0,3426774,12,3500942,900690,2181263,1
536,675385,20.3,3002758,48,4251114,3492050,2028096,1
797,2869713,7.5,3099215,48,7079948,3723697,2428284,0
491,3603085,22.4,3706505,12,5253048,1029913,1389243,1
891,1238092,23.1,3172974,84,6510201,3489705,909540,0
603,947589,21.7,1319688,120,323403,4987935,1537170,0
742,4329661,0.7,2109985,60,6876628,2661451,973793,0
825,3802589,21.1,1916375,60,7605283,4852369,129623,0
776,3312309,29.7,305090,24,5344812,783596,1085450,0
811,2544165,7.3,2393170,84,7651437,2014597,1501900,0
622,2217068,8.2,1777841,84,4541911,2784324,1561170,0
326,298533,24.4,1603709,48,2209119,1790073,1020741,1
596,1102900,4.8,482994,60,4850334,500667,2176432,1
409,4505566,19.8,2041516,120,5026364,2291245,855153,0
834,1827313,22.7,2337204,60,1156940,1696860,1942739,1
442,3581805,1.1,467545,24,1615322,1019056,808867,0
437,3578133,16.6,2558003,36,2331207,1861789,2959845,1
449,1685226,17.3,712313,24,4379774,2090155,1946841,0
686,1180926,9.1,622775,36,1183947,4417127,1670506,0
643,3520000,26.3,1634350,120,6166314,2457596,1287773,0
870,649198,4.9,1586875,24,875772,2077810,2267912,0
550,2575150,10.9,3664010,120,7518574,1946074,1277407,1
469,4462538,25.5,317309,24,5406421,2992349,2409709,0
329,3614381,5.7,1429964,48,2713735,1377952,477561,0
304,3868210,24.6,2951359,48,2980308,4373895,2460598,1
524,599684,2.4,1036681,12,5548042,2093721,2885591,1
856,1159015,14.7,3927201,24,710304,2128797,727780,1
614,1520471,2.3,2984306,36,5731417,319369,671778,1
837,1603095,20.3,3787039,12,4417362,4418518,2864634,0
361,1131591,23.7,3799065,84,1769190,2355764,1218328,1
356,4865937,25.5,481198,48,7178330,682306,2086114,0
800,991781,29.4,1863538,84,5032257,857081,570614,0
364,3599286,20.2,2991110,120,1309275,1824216,1282637,1
331,3016408,23.1,83989,36,5243370,3902560,2109429,0
542,3130506,15.2,1835569,84,3289883,473636,2684536,0
855,1230334,27.4,2768190,12,6112609,602610,1308386,0
714,1676617,19.3,3181901,48,3936916,2804648,225421,0
359,3111192,26.5,1689490,60,7999579,2495039,1240950,0
803,1635800,7.1,3458910,48,7418596,4786411,1928736,0
806,3531749,14.9,2710900,84,321858,3760060,2625285,0
781,389713,21.9,229707,120,3287712,3284759,2501623,0
842,549538,6.1,1146980,36,1618440,1679428,2278440,1
444,3696713,6.3,3754778,24,3601991,3130378,495907,1
888,3160444,29.3,59512,60,1160627,2921852,1559625,0
492,407241,13.0,476721,120,4285339,1390793,1728331,0
782,4515389,5.5,1410760,120,1235472,1854370,1405771,0
648,223315,9.9,3975555,84,4985146,4655534,2769123,1
768,4786652,11.9,2833930,24,3633989,2690035,2879705,0
677,3701577,18.7,633259,24,7944150,2357674,630685,0
686,4943072,27.7,1602797,60,7028293,3983253,2869387,0
670,4754594,29.6,3761193,36,4801732,1335010,2539511,0
768,1703003,19.6,915738,60,3589786,1098038,2114313,0
744,3831215,21.0,2323153,120,5726994,4938500,1144325,0
380,1212380,9.7,1882827,48,5347843,4016368,2280444,1
796,2463873,25.7,3053815,36,1114673,2115620,1758512,1
622,1352519,6.5,3021777,120,3011993,4731359,2697279,1
494,2533017,3.2,3341473,48,7937406,1857495,2133799,0
609,4387239,29.2,521760,60,2557306,3376042,2892927,0
881,2293455,25.9,1842685,12,106015,174806,1257691,1
815,643491,9.1,2782421,48,6673882,3488051,246824,0
801,1758289,20.3,1705048,36,7462732,891475,1475915,0
578,3975310,14.0,2686009,12,5244380,1206841,2992017,0
771,2704228,9.7,2561270,24,5079928,4045957,1965148,0
531,2888898,8.6,1514414,60,2807162,1027673,2109067,1
712,2269525,4.1,445498,24,2875117,2413476,1875988,0
684,1605338,16.5,3882828,12,7313283,4603188,1778235,0
450,3071206,13.4,3312683,12,6864469,4774374,184077,0
460,3238825,15.4,3584086,12,3988093,2219867,1239501,1
336,4510977,6.5,1234298,48,2504868,419429,259343,0
384,3165351,28.2,1298838,48,1506198,1434623,1009170,0
560,4976046,19.2,1327580,60,87204,3079717,2159470,0
587,4167570,27.0,172809,60,3865775,1684890,2412631,0
399,577967,3.3,720333,48,4430884,3599921,670835,0
550,2082424,18.7,1267804,120,5397596,4962522,1963305,0
663,2046481,25.5,3950121,24,6440785,3105916,679428,0
439,214499,9.9,858651,60,2936901,3124118,602115,0
503,1067389,5.9,2055866,12,1334399,2649388,2879992,1
520,3858503,8.0,2211645,84,6750278,932475,1829733,0
603,1890178,8.2,1471225,36,6099695,2891492,592510,0
520,909817,13.4,3679041,36,4265152,4659442,423498,1
742,1579870,9.8,418244,12,313361,3447748,148489,0
496,1518574,8.1,3487834,48,3742118,3761285,1490624,1
560,1037778,19.5,2987710,36,4954285,4316318,303682,0
528,685721,1.6,1258025,120,6869692,1937396,1750373,0
409,3867565,10.2,3082509,24,4065478,1681723,1301308,0
712,4157710,20.7,1742960,36,3703342,4849581,1907052,0
441,2582186,5.3,3884105,120,3039823,2298270,622505,1
478,3154228,6.6,194341,84,3315281,3668144,435786,0
776,4612379,6.0,167483,84,130977,3179548,302333,0
870,4244784,0.0,2199446,48,829731,617937,286795,0
703,356443,14.2,3729271,120,6050078,1571080,216906,1
850,4774187,1.2,300303,24,2899935,1631044,776124,0
813,521494,8.2,3122795,84,6806517,893914,2401303,0
589,327546,29.8,3757495,60,3176386,3895302,1821090,1
762,2135713,27.6,1971180,36,7974849,4830844,751096,0
497,3780095,6.5,3474389,24,1444978,4831301,2795049,1
576,585331,9.3,3039916,48,1504534,973644,2283193,1
621,1606348,13.9,896041,12,4702586,2247575,2337371,0
877,1461102,25.3,3424008,84,6421345,1163665,2695682,1
809,2107430,24.1,2812506,24,1150736,312521,2237132,1
594,4932943,3.8,99686,36,4022923,3093431,2870381,0
692,1790789,3.7,2293681,24,1789518,4298235,990697,0
421,1203006,12.5,2634786,48,5897425,386841,2568474,1
783,787110,26.1,3215363,36,4488736,3209212,335122,1
632,1150965,26.5,3096553,24,5233962,170238,900434,1
620,839063,3.2,1928826,120,2151868,4215369,2675819,1
760,2953475,17.2,1231004,84,2310906,320068,400178,0
680,2218430,4.7,807499,36,5117347,2178016,1502561,0
343,2590392,20.6,401568,12,2823416,616318,1021644,0
473,4194304,27.5,2577382,84,5524105,2060774,301532,0
406,2986104,13.6,3841093,60,1231799,2145984,707805,1
741,944814,2.5,367107,48,2410323,2699531,1604906,0
321,2008329,17.4,2825705,60,813412,4146304,1892099,1
421,1700383,12.3,2359123,12,699101,4982491,2026231,1
659,4168460,24.3,728955,48,2099448,1709859,394426,0
717,1673714,10.2,890184,24,3915615,4616416,959700,0
602,865186,26.2,1173584,60,1155392,2137657,312463,0
817,3732827,8.2,2755499,120,743187,591545,27746,0
852,2256285,4.7,1229729,48,7018281,3001256,1171646,0
379,660141,9.2,3320771,60,4121885,3613795,1864821,1
872,3510857,1.0,1510533,60,5724599,1510722,1112410,0
669,1210455,8.4,482622,120,5809743,2948444,120286,0
682,4367535,19.8,427126,12,812802,2162689,659894,0
357,4195809,4.3,1631061,36,4962638,725112,1298380,0
673,1973944,3.3,1661204,24,6885421,1931558,1067244,0
736,2866858,4.0,2947411,84,3586141,2137446,2474326,0
649,2925179,2.3,1940365,48,6896131,1709418,1793954,0
350,3336450,26.2,696627,84,7566869,4575684,2996543,0
614,531871,28.3,892469,48,4371293,1941966,526501,0
862,1759269,1.4,2287769,120,813977,3131054,1110909,0
734,1017531,22.8,1369962,84,4939703,55588,262028,0
382,3547983,22.1,2703764,12,7040012,1566581,60380,0
876,531863,29.9,3695913,120,4634532,4431304,2771941,0
876,2681408,10.4,1451435,120,6401031,4462318,1478709,0
401,3693829,8.6,2229912,12,4282870,4886734,1979428,0
781,4752212,13.6,3336330,36,3357909,284351,828826,0
544,1582688,25.7,880890,120,7564631,4312481,154612,0
656,238270,21.9,2067100,84,1222937,1338187,2678325,1
567,3673978,14.1,1255719,48,3580858,28711,1975253,1
770,207423,7.3,2526630,48,1246934,462411,2134510,1
898,518711,21.8,2985172,12,5237724,3754428,1600150,0
777,4954370,25.6,606447,48,7374447,2959452,1212970,0
859,4340230,12.0,790491,60,7982293,2865501,1266823,0
868,3596190,20.1,141482,36,1869637,4409991,2286085,0
354,4210545,12.0,97621,36,5820882,470874,681773,0
452,561686,14.4,250456,84,6992926,413624,1023617,0
733,626858,15.7,2841903,48,6669750,4664296,922320,1
654,1643979,23.3,3620485,24,4026362,3031158,1565291,0
330,314031,29.3,1668332,36,1395840,3881086,2902939,1
357,4463902,13.3,3536438,48,3693877,2624053,2768356,1
612,470186,10.3,2932266,24,6208119,726481,1634420,1
670,2811392,11.2,3239986,48,4956090,2613245,600471,0
400,4297425,4.0,2972587,120,3106149,4820208,2821226,1
402,3727935,8.9,838467,84,1720312,588436,939174,0
377,1326576,2.6,2117285,24,5214893,630993,1068983,1
639,2457600,12.8,2125562,48,3426965,1733129,2656781,1
304,2831712,5.0,2584351,48,3776698,2273399,789969,0
644,3886030,10.4,3194663,60,7507876,3143935,1385635,0
586,2245972,23.8,494947,84,73004,794878,2750305,0
580,1568173,7.4,2714943,48,1906055,4669692,953666,1
708,4018523,18.4,3340486,36,7358594,750954,1872946,1
614,4455100,27.0,506308,60,7372669,1000414,111896,0
737,2546712,17.0,1689098,12,2420039,4839029,2986798,0
759,334499,5.8,3587388,60,7953678,1883293,1256859,1
852,2603172,10.3,146279,120,1692642,2860614,2010868,0
780,4468599,17.7,684695,60,415257,2174690,1501803,0
611,4947642,15.2,3225479,48,2456925,1295874,1301932,0
595,2124969,4.5,728593,84,4251033,2533683,1218999,0
441,920622,13.4,2822836,48,48125,3881997,53307,1
660,2946382,16.3,3608984,48,1374554,57174,832377,1
383,4187379,8.0,2019355,84,6327220,4376222,1141978,0
859,4736024,18.4,1964237,24,4973714,921806,1107390,0
807,448398,2.1,1743561,84,4842300,4588020,820603,0
371,1594636,10.1,1522923,60,7916342,4811127,1927335,0
772,2492714,24.1,1551209,48,1827124,4664925,2487403,0
370,671622,7.8,2236944,12,7175048,3254165,2673840,0
733,4454408,18.2,3587406,84,2841599,4527910,2916808,0
352,738416,12.3,3926520,24,7398788,4297723,1949028,1
593,3393027,9.5,3470192,120,6265380,3194662,1233059,0
695,4609422,27.5,522540,84,1706798,4459976,1938487,0
738,3489030,10.3,1261740,36,1675104,1712333,397152,0
551,3863393,7.1,3039948,48,4338557,4173382,2450625,0
853,1463923,27.3,2204841,12,4022023,4627839,1604928,0
765,4171855,22.4,1370587,48,1878648,3176032,495428,0
425,2209159,20.5,1279201,12,2083007,612482,1277493,1
703,494342,1.5,512344,120,7195398,1070551,903293,0
739,1959589,3.9,1363053,60,6029597,843999,1048692,0
500,1879234,19.2,1716637,24,1529232,2665604,151772,0
743,2702927,6.3,1692907,84,5801937,2169138,48179,0
839,1471171,6.8,2217574,12,1231671,4136727,1048913,0
791,2418694,23.4,1128315,48,3560025,1418324,905001,0
758,2254254,8.6,863548,12,97301,827856,2996472,1
681,1769112,2.1,3555696,12,5193794,3078664,787712,1
462,3541899,1.1,1650814,24,1455583,694841,987937,1
777,1666307,13.3,1056265,36,1888603,4526510,2745628,1
518,3875749,18.5,2560920,84,1518102,405825,2579319,1
619,1404094,26.1,2192154,120,1467277,2455157,170553,1
488,4351404,3.3,2326970,84,619921,4743547,257333,0
488,1952227,5.9,924986,84,4435773,2769353,284961,0
394,395343,15.9,2906485,48,6941929,4041598,1379137,0
877,919719,10.9,809559,36,2412136,2115669,1717741,0
388,4070035,14.5,3353798,24,6239983,3774245,1054388,0
351,4386101,27.7,1724999,120,4348632,3537846,38913,0
862,1217503,16.3,1666104,48,2035852,2568164,604748,1
633,3090173,12.5,1584538,48,493491,503443,1843802,0
563,2956864,29.7,1720721,12,6266062,4854765,1117519,0
743,842174,2.0,2678006,48,183281,242949,370641,1
530,2369577,28.0,2011934,60,3377316,1784833,1953834,0
376,3530525,15.0,550907,48,274047,3206693,1840119,0
738,4842205,15.1,2287096,60,6204163,3845709,1470924,0
405,4268799,27.7,1104675,84,7918600,2674393,2820561,0
632,669601,15.2,477874,12,2584061,2006233,2533002,0
870,1340171,13.2,3367728,120,2508874,2036790,119336,0
862,2296214,8.2,1284909,84,4517234,4878420,2714840,0
516,922883,19.8,2400422,36,4015921,1669963,148845,0
768,2939303,17.1,728972,84,3052884,4272873,1445678,0
668,241362,6.4,1390257,12,2927043,259037,2705044,1
588,744905,21.3,1574118,36,1501406,3296928,2945179,1
384,426801,19.3,578895,12,2006040,3402781,67733,0
526,1618341,11.9,3894749,60,4685063,3378447,216062,1
691,3858807,0.1,1280823,84,5875106,2107338,723874,0
892,1050907,13.4,2351787,60,6006647,3453947,829017,0
302,4938495,0.2,2283801,60,4131736,2226340,838339,0
731,1493802,2.2,1746057,24,6024857,2968274,1250134,0
808,415425,12.9,2363152,120,4736115,4467225,956463,0
871,1810367,2.5,2285451,24,2850315,3361958,1748105,0
554,3790741,8.3,366262,48,2826859,3687740,2561939,0
371,711930,19.7,2692853,60,4149694,4844763,1637789,1
462,544938,9.3,501125,84,2461264,1097215,995772,1
811,4276850,29.9,1768066,120,6110229,2939770,1703930,0
827,3042238,27.5,1490614,60,1481572,3285833,1861316,0
682,1847577,17.6,1818454,60,435980,3476369,2688753,1
373,3829162,29.0,334017,36,3929145,661276,2842235,0
373,4252762,26.0,2820535,48,575106,3801105,832695,0
587,1924181,9.6,1703335,60,1532673,970319,2754794,1
653,2893672,22.5,290407,60,3009782,2045189,2450562,0
319,252486,4.1,63955,60,33380,3570746,384523,0
712,1669436,20.5,2183318,48,1787773,1315359,1674002,0
627,3056909,14.7,2681715,24,4358186,629452,456617,0
307,1146083,0.5,2211945,12,2997168,3376824,1471471,1
357,4957975,8.2,2895770,36,7170876,1400970,134155,0
573,4861487,28.7,3039172,36,750024,4131487,898240,0
734,1436563,9.5,3494267,60,5757798,4490302,1764260,0
796,2102542,5.4,3931447,120,4736064,1749188,912206,0
559,1109558,5.6,3544938,60,5153956,3691578,30222,0
477,2618961,14.4,3193232,84,5373924,1120577,1165440,0
881,794844,25.3,1752341,60,418860,4647298,1623516,0
575,2076551,22.7,2039965,120,6334724,1228768,2290532,0
489,2865227,13.1,2483382,120,2650899,4409167,409345,0
565,3136855,6.3,719340,24,5204184,3932757,1430199,0
307,3062937,1.4,2726725,60,2351627,1562897,596254,1
481,1262813,13.9,2373631,48,3171051,4122175,461501,1
609,4002900,24.4,2104771,120,5600276,3161887,365921,0
851,3520395,21.9,3345481,60,7479426,3347797,2279590,0
743,3814752,12.3,2764306,12,7023738,1893478,2758592,0
769,2445698,17.8,3733036,24,5810656,1170399,1990140,0
627,4484200,13.1,3907220,12,4308302,3485522,1134993,0
366,2071318,17.4,3309976,24,4221450,261176,2847717,1
534,4067709,15.5,1226736,12,7724915,1742285,1491477,0
899,1176940,20.4,796426,84,1654803,707622,1588242,0
326,1386882,15.2,1232278,48,7632642,6586,1903567,1
828,2728375,28.2,2864675,60,5191800,37148,1963267,0
711,2868212,12.8,3463964,120,4929032,469691,1476489,1
470,3781837,0.5,3526612,60,4733764,4698489,1437991,0
767,1627577,7.1,2751730,48,6499819,3855062,953777,0
802,4388722,15.0,2740017,24,5466640,4946681,2042341,0
325,1782970,16.2,3810156,84,758635,420026,2017060,1
363,2764080,16.6,2758721,48,6248998,4987043,1308351,0
700,4673333,21.4,606845,84,5829866,2997114,2136257,0
900,2789129,8.2,2025641,12,7320397,3971317,413569,0
314,3473101,19.9,1466772,24,7491782,4288893,1248622,0
700,4561399,21.1,2566056,12,7592453,1310123,2960050,0
382,4878034,12.3,2561545,60,342196,3705506,2200989,1
690,2597154,12.1,1212804,48,5041484,3237910,2161091,0
674,2201180,5.4,1233805,36,7475332,2067194,2589672,0
354,1145268,12.4,400799,36,7727649,2459177,1825878,0
709,2779700,23.6,1208339,60,4394406,1043021,1987777,0
839,4608025,27.3,3319474,120,7291380,925753,1444262,0
818,2538154,17.8,2637767,120,7043544,4612688,2478690,0
317,1872694,9.0,3775420,48,20914,3658196,2134287,1
447,714977,20.5,3708961,60,7079900,2831998,1570646,1
444,2070716,22.2,3434449,12,5100940,3471935,380324,0
572,1336169,10.0,759761,120,4589792,2027100,2418012,0
385,4888227,24.8,1368958,12,1427755,1249958,978340,0
813,2732655,2.2,277061,36,7349436,4710289,1077083,0
766,857536,0.3,419444,84,2361541,4947809,374098,0
785,523396,3.7,962695,120,3342576,1075088,651132,0
419,4283569,4.7,1156546,24,2380001,4009739,378075,0
308,4671018,26.4,110792,60,7757137,2211409,292410,0
847,3862417,12.7,3379200,24,3865037,3539938,64042,0
473,794449,8.2,2131671,12,912190,543228,884133,1
694,671770,12.9,2640467,36,86929,2397321,2267681,1
846,1150307,11.8,2631547,60,7841377,624401,2591656,0
321,3805455,9.0,3868443,24,1886371,4072256,681926,1
303,3873542,4.1,631962,120,6165777,1992981,1271585,0
303,4221671,19.7,1403590,60,232967,1318594,2496023,1
393,665285,4.1,1268109,48,7174351,3498302,2120638,0
331,935425,23.3,2228315,48,5204469,4773342,2713304,1
792,4521335,6.1,2128446,48,1797962,1694470,1261393,0
664,4657973,21.9,3170651,12,7114301,3588993,505698,0
889,3683365,24.2,2264525,60,2382539,3447990,429678,0
781,708983,3.8,974268,84,7982310,2449600,2126592,0
878,529380,2.6,2280697,36,4796160,4025953,78801,0
